0;31
1;31
2;247
3;247
4;247
5;247
6;247
7;247
8;247
9;247
10;247
11;247
12;247
13;247
14;247
15;247
16;247
17;247
18;247
19;253
20;253
21;253
22;253
23;253
24;253
25;253
26;253
27;253
28;253
29;253
30;253
31;253
32;253
33;253
34;253
35;253
36;253
37;253
38;253
39;253
40;253
41;253
42;253
43;253
44;253
45;253
46;253
47;253
48;253
49;253
50;253
51;253
52;253
53;253
54;253
55;253
56;253
57;253
58;253
59;253
60;253
61;253
62;253
63;253
64;253
65;253
66;253
67;253
68;253
69;253
70;253
71;253
72;253
73;253
74;253
75;253
76;253
77;253
78;253
79;253
80;253
81;253
82;253
83;253
84;253
85;253
86;253
87;253
88;253
89;253
90;253
91;253
92;253
93;253
94;253
95;253
96;253
97;253
98;253
99;253
100;253
101;253
102;253
103;253
104;253
105;253
106;253
107;253
108;253
109;253
110;253
111;253
112;253
113;253
114;253
115;253
116;253
117;253
118;253
119;253
120;253
121;253
122;253
123;253
124;253
125;253
126;253
127;253
128;253
129;253
130;253
131;253
132;253
133;253
134;253
135;253
136;253
137;253
138;253
139;253
140;253
141;253
142;253
143;253
144;253
145;253
146;253
147;253
148;253
149;253
150;253
151;253
152;253
153;253
154;253
155;253
156;253
157;253
158;253
159;253
160;253
161;253
162;253
163;253
164;253
165;253
166;253
167;253
168;253
169;253
170;253
171;253
172;253
173;253
174;253
175;253
176;253
177;253
178;253
179;253
180;253
181;253
182;253
183;253
184;253
185;253
186;253
187;253
188;253
189;253
190;253
191;253
192;253
193;253
194;253
195;253
196;253
197;253
198;253
199;253
200;253
201;253
202;253
203;253
204;253
205;253
206;253
207;253
208;253
209;253
210;253
211;253
212;253
213;253
214;253
215;253
216;253
217;253
218;253
219;253
220;253
221;253
222;253
223;253
224;253
225;253
226;253
227;253
228;253
229;253
230;253
231;253
232;253
233;253
234;253
235;253
236;253
237;253
238;253
239;253
240;253
241;253
242;253
243;253
244;253
245;253
246;253
247;253
248;253
249;253
250;253
251;253
252;253
253;253
254;253
255;253
256;253
257;281
258;281
259;281
260;281
261;281
262;281
263;281
264;281
265;281
266;281
267;281
268;281
269;281
270;281
271;281
272;281
273;281
274;281
275;281
276;281
277;281
278;281
279;281
280;281
281;281
282;281
283;281
284;281
285;281
286;281
287;281
288;281
289;281
290;281
291;281
292;281
293;281
294;281
295;281
296;281
297;281
298;281
299;281
300;281
301;281
302;281
303;281
304;281
305;281
306;281
307;281
308;281
309;281
310;281
311;281
312;281
313;281
314;281
315;281
316;281
317;281
318;281
319;281
320;281
321;281
322;281
323;281
324;281
325;281
326;281
327;281
328;281
329;281
330;281
331;281
332;281
333;281
334;281
335;281
336;281
337;281
338;281
339;281
340;281
341;281
342;281
343;281
344;281
345;281
346;281
347;281
348;281
349;281
350;281
351;281
352;281
353;281
354;281
355;281
356;281
357;281
358;281
359;281
360;281
361;281
362;281
363;281
364;281
365;281
366;281
367;281
368;281
369;281
370;281
371;281
372;281
373;281
374;281
375;281
376;281
377;281
378;281
379;281
380;281
381;281
382;281
383;281
384;281
385;281
386;281
387;281
388;281
389;281
390;281
391;281
392;281
393;281
394;281
395;281
396;281
397;281
398;281
399;281
400;281
401;281
402;281
403;281
404;281
405;281
406;281
407;281
408;281
409;281
410;281
411;281
412;281
413;281
414;281
415;281
416;281
417;281
418;281
419;281
420;281
421;281
422;281
423;281
424;281
425;281
426;281
427;281
428;281
429;346
430;346
431;346
432;346
433;346
434;346
435;346
436;346
437;346
438;346
439;346
440;346
441;346
442;346
443;346
444;346
445;346
446;346
447;346
448;346
449;346
450;346
451;346
452;346
453;346
454;346
455;346
456;346
457;346
458;346
459;346
460;346
461;346
462;346
463;346
464;346
465;346
466;346
467;346
468;346
469;346
470;346
471;346
472;346
473;346
474;346
475;346
476;346
477;346
478;346
479;346
480;346
481;346
482;346
483;346
484;346
485;346
486;346
487;346
488;346
489;346
490;346
491;346
492;346
493;346
494;346
495;346
496;346
497;346
498;346
499;346
500;346
501;346
502;346
503;346
504;346
505;346
506;346
507;346
508;346
509;346
510;346
511;346
512;346
513;346
514;346
515;346
516;346
517;346
518;346
519;346
520;346
521;346
522;346
523;346
524;346
525;346
526;346
527;346
528;346
529;346
530;346
531;346
532;346
533;346
534;346
535;346
536;346
537;346
538;346
539;346
540;346
541;346
542;346
543;346
544;346
545;346
546;346
547;346
548;346
549;346
550;346
551;346
552;346
553;346
554;346
555;346
556;346
557;346
558;346
559;346
560;346
561;346
562;346
563;346
564;346
565;346
566;346
567;346
568;346
569;346
570;346
571;346
572;346
573;346
574;346
575;346
576;346
577;346
578;346
579;346
580;346
581;346
582;346
583;346
584;346
585;346
586;346
587;346
588;346
589;346
590;346
591;346
592;346
593;346
594;346
595;346
596;346
597;346
598;346
599;346
600;346
601;346
602;346
603;346
604;346
605;346
606;346
607;346
608;346
609;346
610;346
611;346
612;346
613;346
614;346
615;346
616;346
617;346
618;346
619;346
620;346
621;346
622;346
623;346
624;346
625;346
626;346
627;346
628;346
629;346
630;346
631;346
632;346
633;346
634;346
635;346
636;346
637;346
638;346
639;346
640;346
641;346
642;346
643;346
644;346
645;346
646;346
647;346
648;346
649;346
650;346
651;346
652;346
653;346
654;346
655;346
656;346
657;346
658;346
659;346
660;346
661;346
662;346
663;346
664;346
665;346
666;346
667;346
668;346
669;346
670;346
671;346
672;346
673;346
674;346
675;346
676;346
677;346
678;346
679;346
680;346
681;346
682;346
683;346
684;346
685;346
686;346
687;346
688;346
689;346
690;346
691;346
692;346
693;346
694;346
695;346
696;346
697;346
698;346
699;346
700;346
701;346
702;346
703;346
704;346
705;346
706;346
707;346
708;346
709;346
710;346
711;346
712;346
713;346
714;346
715;346
716;346
717;346
718;346
719;346
720;346
721;346
722;346
723;346
724;346
725;346
726;346
727;346
728;346
729;346
730;346
731;346
732;346
733;346
734;346
735;346
736;346
737;346
738;346
739;346
740;346
741;346
742;346
743;346
744;346
745;346
746;346
747;346
748;346
749;346
750;346
751;346
752;346
753;346
754;346
755;346
756;346
757;346
758;346
759;346
760;346
761;346
762;346
763;346
764;346
765;346
766;346
767;346
768;346
769;346
770;346
771;346
772;346
773;346
774;346
775;346
776;346
777;346
778;346
779;346
780;346
781;346
782;346
783;346
784;346
785;346
786;346
787;346
788;346
789;346
790;346
791;346
792;346
793;346
794;346
795;346
796;346
797;346
798;346
799;346
800;346
801;346
802;346
803;346
804;346
805;346
806;346
807;346
808;346
809;346
810;346
811;346
812;346
813;346
814;346
815;346
816;346
817;346
818;346
819;346
820;346
821;346
822;346
823;346
824;346
825;346
826;346
827;346
828;346
829;346
830;346
831;346
832;346
833;346
834;346
835;346
836;346
837;346
838;346
839;346
840;346
841;346
842;346
843;346
844;346
845;346
846;346
847;346
848;346
849;346
850;346
851;346
852;346
853;346
854;346
855;346
856;346
857;346
858;346
859;346
860;346
861;346
862;346
863;346
864;346
865;346
866;346
867;346
868;346
869;346
870;346
871;346
872;346
873;346
874;346
875;346
876;346
877;346
878;346
879;346
880;346
881;346
882;346
883;346
884;346
885;346
886;346
887;346
888;346
889;346
890;346
891;346
892;346
893;346
894;346
895;346
896;346
897;346
898;346
899;346
900;346
901;346
902;346
903;346
904;346
905;346
906;346
907;346
908;346
909;346
910;346
911;346
912;346
913;346
914;346
915;346
916;346
917;346
918;346
919;346
920;346
921;346
922;346
923;346
924;346
925;346
926;346
927;346
928;346
929;346
930;346
931;346
932;346
933;346
934;346
935;346
936;346
937;346
938;346
939;346
940;346
941;346
942;346
943;346
944;346
945;346
946;346
947;346
948;346
949;346
950;346
951;346
952;346
953;346
954;346
955;346
956;346
957;346
958;346
959;346
960;346
961;346
962;346
963;346
964;346
965;346
966;346
967;346
968;346
969;346
970;346
971;346
972;346
973;346
974;346
975;346
976;346
977;346
978;346
979;346
980;346
981;346
982;346
983;346
984;346
985;346
986;346
987;346
988;346
989;346
990;346
991;346
992;346
993;346
994;346
995;346
996;346
997;346
998;346
999;346
